"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"A gift card funded below the order total covers only part of the charge — the customer still pays the remainder via Stripe, and the order completes normally.","370","TC-178: a gift card that partially covers the order still requires Stripe payment for the remainder","customer","2026-09-05","failed","2026-09-05","Customer — Checkout gift card","","",""
"A FREE_DELIVERY coupon with a $1 fee cap on a delivery order whose fee exceeds $1: only $1 is waived, so the order total drops by exactly the cap (not the whole fee) and the fee row does not read 'Free'. Skips cleanly on the same external-dependency conditions as TC-215.","14807","TC-218: a fee cap limits the waiver to the capped amount","customer","2026-09-05","skipped","2026-09-05","Customer — Free-delivery coupon","","",""
"Opening /deals/<id> auto-adds the deal to the cart and shows per-slot progress ('0 of 1 items added'); picking the slot item via 'Add to Deal' completes it ('Deal Complete!') and checkout offers the normal Proceed to Payment button.","3171","TC-195: the deal builder auto-adds the deal and completing its slot enables checkout @smoke","customer","2026-09-05","passed","2026-09-05","Customer — Deals","","",""
"With a $0.25 item (server-quoted total lands between $0.01 and $0.49), checkout disables the proceed button — label 'Minimum $0.50 Required' — and shows the explainer banner. No order is created.","2665","TC-188: a quoted total under Stripe's $0.50 minimum blocks payment","customer","2026-09-05","passed","2026-09-05","Customer — Checkout Stripe minimum","","",""
"Owner (location A Menu tab) → eye icon → 'Remove from menu'. Storefront ?restaurantId=A no longer lists the shared item; ?restaurantId=B still does. Restored afterwards.","4617","TC-322: an item the owner removes from one location's menu is absent from that storefront only","customer","2026-09-05","passed","2026-09-05","Menu → Storefront hand-off","","",""
"Builder for burger ×2 + fries @ $21: header 'Save 21%' + 'You save $5.50' + 'Available: All days, All day' (validDays = every day), three slot cards, '0 of 3 items added'. Each 'Add to Deal' fills a slot → 'Deal Complete!'. Checkout: 3× 'Part of deal', '1x <deal>' row, 'You're saving $5.50', proceed button is the normal 'Proceed to Payment', and the POST /quote the page issues carries orderDeals and comes back with dealsSubtotal 21 / subtotal 21.","3662","TC-368: a multi-slot deal is built slot by slot; checkout shows 'Part of deal', the deal line, 'You're saving', and the /quote the page makes prices it at the deal price","customer","2026-09-05","passed","2026-09-05","Deals → Storefront hand-off","","",""
"The owner turns ON pass-processing-fee for the restaurant (server-side). The template-wind checkout order summary then shows a server-authoritative 'Processing Fee' line and the quoted Total rises above the fee-OFF baseline. Proves the flag → /quote → customer display round-trip end-to-end. The fee is always restored to OFF in a finally (shared QA restaurant).","24286","TC-222: enabling the processing fee adds a Processing Fee line and raises the wind checkout total","customer","2026-09-05","failed","2026-09-05","Customer — Processing fee pass-through","","",""
"Applying a freshly purchased, fully-funded gift card at checkout shows the 'Gift card applied' discount summary in the Gift Card box.","399","TC-171: a valid gift card applied at checkout shows the discount","customer","2026-09-05","failed","2026-09-05","Customer — Checkout gift card","","",""
"Tip is client-selected but the charged total is the server quote (amountToCharge): raising the tip preset raises the quoted Total, zeroing it via the custom input lowers it. Proves the tip → /quote round-trip, with no assumptions about tax math.","2959","TC-186: tip presets and custom tip flow into the server-quoted total","customer","2026-09-05","passed","2026-09-05","Customer — Checkout","","",""
"With a deal in the cart, attempting to apply any coupon code is blocked client-side with 'Cannot combine coupons with deals' — the check fires before validation, so no seeded coupon is needed.","2522","TC-197: a coupon cannot be combined with a deal in the cart","customer","2026-09-05","passed","2026-09-05","Customer — Deals","","",""
